Date,Title,Address,City,State,Beds,Baths,Rent,SQFT
2/27/2019,The 704,"3401 S Lamar Blvd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,832-1,892",891 Sq Ft
2/27/2019,The 704,"3401 S Lamar Blvd,
","Austin,",TX,1Bedroom,1Bathroom,"$2,222 ",766 Sq Ft
2/27/2019,The 704,"3401 S Lamar Blvd,
","Austin,",TX,1Bedroom,1Bathroom,"$2,222 ",836 Sq Ft
2/27/2019,The 704,"3401 S Lamar Blvd,
","Austin,",TX,2BRs,2Bathrooms,"$1,669 ","1,164 Sq Ft"
2/27/2019,The 704,"3401 S Lamar Blvd,
","Austin,",TX,2BRs,2Bathrooms,"$1,679-1,759","1,253 Sq Ft"
2/27/2019,The 704,"3401 S Lamar Blvd,
","Austin,",TX,2BRs,2Bathrooms,"$1,680-1,760","1,191 Sq Ft"
2/27/2019,The 704,"3401 S Lamar Blvd,
","Austin,",TX,2BRs,2Bathrooms,"$1,711-1,821","1,223 Sq Ft"
2/27/2019,The 704,"3401 S Lamar Blvd,
","Austin,",TX,2BRs,2Bathrooms,"$1,795-1,900","1,241 Sq Ft"
2/27/2019,The 704,"3401 S Lamar Blvd,
","Austin,",TX,2BRs,2Bathrooms,"$2,175-2,380","1,389 Sq Ft"
2/27/2019,The 704,"3401 S Lamar Blvd,
","Austin,",TX,2BRs,2Bathrooms,"$2,251-2,361","1,437 Sq Ft"
2/27/2019,The 704,"3401 S Lamar Blvd,
","Austin,",TX,2BRs,2Bathrooms,"$2,256-2,391","1,461 Sq Ft"
2/27/2019,The Atlantic Grand Oaks,"9323 Manchaca Rd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,092 ",744 Sq Ft
2/27/2019,The Atlantic Grand Oaks,"9323 Manchaca Rd,
","Austin,",TX,2BRs,2Bathrooms,"$1,145 ","1,038 Sq Ft"
2/27/2019,The Atlantic Grand Oaks,"9323 Manchaca Rd,
","Austin,",TX,3BRs,2Bathrooms,"$1,505 ","1,174 Sq Ft"
2/27/2019,The Atlantic Grand Oaks,"9323 Manchaca Rd,
","Austin,",TX,4BRs,2Bathrooms,"$1,682 ","1,417 Sq Ft"
2/27/2019,Lantana Hills,"7601 Rialto Blvd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,161-1,629",754 Sq Ft
2/27/2019,Lantana Hills,"7601 Rialto Blvd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,394-1,763",875 Sq Ft
2/27/2019,Lantana Hills,"7601 Rialto Blvd,
","Austin,",TX,2BRs,2Bathrooms,"$1,884-2,208","1,144 Sq Ft"
2/27/2019,Lantana Hills,"7601 Rialto Blvd,
","Austin,",TX,2BRs,1Bathroom,"$2,108 ","1,035 Sq Ft"
2/27/2019,Coldwater,"1717 Toomey Rd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,630-2,530",671 Sq Ft
2/27/2019,Coldwater,"1717 Toomey Rd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,762-2,230",761 Sq Ft
2/27/2019,Coldwater,"1717 Toomey Rd,
","Austin,",TX,2BRs,2Bathrooms,"$3,157-3,417","1,296 Sq Ft"
2/27/2019,Coldwater,"1717 Toomey Rd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,735-2,035",646 Sq Ft
2/27/2019,Coldwater,"1717 Toomey Rd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,840-2,508",851 Sq Ft
2/27/2019,Coldwater,"1717 Toomey Rd,
","Austin,",TX,1Bedroom,1Bathroom,"$2,176 ",826 Sq Ft
2/27/2019,Coldwater,"1717 Toomey Rd,
","Austin,",TX,1Bedroom,1Bathroom,"$2,319-2,444",946 Sq Ft
2/27/2019,Coldwater,"1717 Toomey Rd,
","Austin,",TX,2BRs,2Bathrooms,"$2,282 ",974 Sq Ft
2/27/2019,Coldwater,"1717 Toomey Rd,
","Austin,",TX,2BRs,2Bathrooms,"$2,339-2,789","1,002 Sq Ft"
2/27/2019,Coldwater,"1717 Toomey Rd,
","Austin,",TX,2BRs,2Bathrooms,"$2,438-2,888","1,148 Sq Ft"
2/27/2019,Coldwater,"1717 Toomey Rd,
","Austin,",TX,2BRs,2Bathrooms,"$2,481-2,723","1,068 Sq Ft"
2/27/2019,Coldwater,"1717 Toomey Rd,
","Austin,",TX,2BRs,2Bathrooms,"$2,980-3,070","1,188 Sq Ft"
2/27/2019,Coldwater,"1717 Toomey Rd,
","Austin,",TX,2BRs,2Bathrooms,"$3,103-3,596","1,408 Sq Ft"
2/27/2019,Coldwater,"1717 Toomey Rd,
","Austin,",TX,2BRs,2Bathrooms,"$3,635-3,835","1,531 Sq Ft"
2/27/2019,The Boulevard At Town Lake,"2600 Lake Austin Blvd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,602-2,030",658 Sq Ft
2/27/2019,The Boulevard At Town Lake,"2600 Lake Austin Blvd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,813-2,360",828 Sq Ft
2/27/2019,The Boulevard At Town Lake,"2600 Lake Austin Blvd,
","Austin,",TX,1Bedroom,1Bathroom,"$2,195-2,392",786 Sq Ft
2/27/2019,The Boulevard At Town Lake,"2600 Lake Austin Blvd,
","Austin,",TX,1Bedroom,1Bathroom,"$2,265-2,340",825 Sq Ft
2/27/2019,The Boulevard At Town Lake,"2600 Lake Austin Blvd,
","Austin,",TX,2BRs,1Bathroom,"$2,028-2,096",907 Sq Ft
2/27/2019,The Boulevard At Town Lake,"2600 Lake Austin Blvd,
","Austin,",TX,2BRs,2Bathrooms,"$2,288-2,362","1,119 Sq Ft"
2/27/2019,The Boulevard At Town Lake,"2600 Lake Austin Blvd,
","Austin,",TX,2BRs,2½Bathrooms,"$3,090 ","1,418 Sq Ft"
2/27/2019,The Boulevard At Town Lake,"2600 Lake Austin Blvd,
","Austin,",TX,2BRs,2Bathrooms,"$2,082-2,372","1,078 Sq Ft"
2/27/2019,The Boulevard At Town Lake,"2600 Lake Austin Blvd,
","Austin,",TX,2BRs,2Bathrooms,"$2,172-2,437","1,167 Sq Ft"
2/27/2019,The Boulevard At Town Lake,"2600 Lake Austin Blvd,
","Austin,",TX,2BRs,2½Bathrooms,"$2,849-3,084","1,418 Sq Ft"
2/27/2019,Elan East,"2900 Manor Rd,
","Austin,",TX,Studio,1Bathroom,"$1,351-1,663",500 - 542 Sq Ft
2/27/2019,Elan East,"2900 Manor Rd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,478-1,889",572 - 598 Sq Ft
2/27/2019,Elan East,"2900 Manor Rd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,554-2,007",654 - 739 Sq Ft
2/27/2019,Elan East,"2900 Manor Rd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,600-2,119",771 - 892 Sq Ft
2/27/2019,Elan East,"2900 Manor Rd,
","Austin,",TX,2BRs,2Bathrooms,"$1,758-2,356","955 - 1,087 Sq Ft"
2/27/2019,Elan East,"2900 Manor Rd,
","Austin,",TX,2BRs,2Bathrooms,"$1,836-2,403","1,118 - 1,213 Sq Ft"
2/27/2019,Elan East,"2900 Manor Rd,
","Austin,",TX,2BRs,1Bathroom,"$1,922-1,953","1,106 Sq Ft"
2/27/2019,Elan East,"2900 Manor Rd,
","Austin,",TX,2BRs,2Bathrooms,"$2,096-2,584","1,287 Sq Ft"
2/27/2019,Elan East,"2900 Manor Rd,
","Austin,",TX,Studio,1Bathroom,"$1,501-1,521",675 Sq Ft
2/27/2019,Elan East,"2900 Manor Rd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,800 ","1,073 Sq Ft"
2/27/2019,Elan East,"2900 Manor Rd,
","Austin,",TX,2BRs,2Bathrooms,"$1,996-2,131","1,232 - 1,356 Sq Ft"
2/27/2019,Camden Lamar Heights,"5400 N LAMAR Blvd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,459 ",690 Sq Ft
2/27/2019,Camden Lamar Heights,"5400 N LAMAR Blvd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,549 ",803 Sq Ft
2/27/2019,Camden Lamar Heights,"5400 N LAMAR Blvd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,549-1,709",803 Sq Ft
2/27/2019,Camden Lamar Heights,"5400 N LAMAR Blvd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,559 ",648 Sq Ft
2/27/2019,Camden Lamar Heights,"5400 N LAMAR Blvd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,569-1,679",719 Sq Ft
2/27/2019,Camden Lamar Heights,"5400 N LAMAR Blvd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,649 ",840 Sq Ft
2/27/2019,Camden Lamar Heights,"5400 N LAMAR Blvd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,779 ",819 Sq Ft
2/27/2019,Camden Lamar Heights,"5400 N LAMAR Blvd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,789-2,019",965 Sq Ft
2/27/2019,Camden Lamar Heights,"5400 N LAMAR Blvd,
","Austin,",TX,2BRs,2Bathrooms,"$1,949 ","1,146 Sq Ft"
2/27/2019,Camden Lamar Heights,"5400 N LAMAR Blvd,
","Austin,",TX,2BRs,2Bathrooms,"$1,979 ","1,221 Sq Ft"
2/27/2019,Camden Lamar Heights,"5400 N LAMAR Blvd,
","Austin,",TX,2BRs,2Bathrooms,"$4,409 ","2,291 Sq Ft"
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,392-1,500",596 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,434-1,671",688 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,565-1,770",759 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,568-1,695",732 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,584-1,800",809 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,588-1,800",785 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,605-1,675",671 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,644-1,892",814 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,659-1,934",810 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,662-1,723",798 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,704-1,950",847 - 857 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,760-1,825",876 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,784-1,800",753 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,845-1,913",872 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,935-3,000",905 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,962-2,034",883 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,987-2,060",904 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$2,073-2,277","1,014 Sq Ft"
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,2BRs,2Bathrooms,"$2,065-2,223","1,121 - 1,122 Sq Ft"
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,2BRs,2Bathrooms,"$2,160-2,240","1,138 Sq Ft"
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,2BRs,2Bathrooms,"$2,257-2,340","1,172 - 1,194 Sq Ft"
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,2BRs,2Bathrooms,"$2,403-2,587","1,245 - 1,247 Sq Ft"
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,2BRs,2Bathrooms,"$2,419-2,508","1,344 Sq Ft"
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,2BRs,2Bathrooms,"$2,421-2,510","1,332 Sq Ft"
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,2BRs,2Bathrooms,"$2,553 ","1,306 - 1,320 Sq Ft"
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,2BRs,2Bathrooms,"$2,553-2,650","1,204 Sq Ft"
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,2BRs,2Bathrooms,"$2,610-3,045","1,646 Sq Ft"
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,2BRs,2Bathrooms,"$2,787-2,890","1,331 Sq Ft"
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,2BRs,2Bathrooms,"$2,801 ","1,251 Sq Ft"
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,2BRs,2Bathrooms,"$2,887 ","1,586 Sq Ft"
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,2BRs,2Bathrooms,"$3,015-3,120","1,396 Sq Ft"
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,2BRs,2Bathrooms,"$3,021-3,132","1,570 Sq Ft"
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,607-1,700",609 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,635-1,835",660 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,683-1,775",746 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,1Bedroom,1Bathroom,"$1,888 ",924 Sq Ft
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,2BRs,1Bathroom,"$2,070 ","1,035 Sq Ft"
2/27/2019,South Shore District,"1333 Shore District Dr,
","Austin,",TX,2BRs,2Bathrooms,"$3,326 ","1,633 Sq Ft"
2/27/2019,Onion Creek Luxury Apartments,"10701 S I-H 35,
","Austin,",TX,1Bedroom,1Bathroom,"$1,092 ",705 Sq Ft
2/27/2019,Onion Creek Luxury Apartments,"10701 S I-H 35,
","Austin,",TX,1Bedroom,1Bathroom,"$1,124-1,204",807 Sq Ft
2/27/2019,Onion Creek Luxury Apartments,"10701 S I-H 35,
","Austin,",TX,1Bedroom,1Bathroom,"$1,201-1,213",934 Sq Ft
2/27/2019,Onion Creek Luxury Apartments,"10701 S I-H 35,
","Austin,",TX,2BRs,2Bathrooms,"$1,343-1,414","1,056 Sq Ft"
2/27/2019,Onion Creek Luxury Apartments,"10701 S I-H 35,
","Austin,",TX,2BRs,2Bathrooms,"$1,409-1,590","1,121 Sq Ft"
2/27/2019,Onion Creek Luxury Apartments,"10701 S I-H 35,
","Austin,",TX,3BRs,2Bathrooms,"$1,827 ","1,380 Sq Ft"
2/27/2019,Onion Creek Luxury Apartments,"10701 S I-H 35,
","Austin,",TX,2BRs,2Bathrooms,"$1,543-1,613","1,206 Sq Ft"
2/27/2019,Onion Creek Luxury Apartments,"10701 S I-H 35,
","Austin,",TX,2BRs,2Bathrooms,"$1,553-1,644","1,194 Sq Ft"
2/27/2019,Hardrock Canyon,"10300 Jollyville Rd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,111-5,846",744 - 761 Sq Ft
2/27/2019,Hardrock Canyon,"10300 Jollyville Rd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,114-6,939",854 Sq Ft
2/27/2019,Hardrock Canyon,"10300 Jollyville Rd,
","Austin,",TX,1Bedroom,1Bathroom,"$1,191-6,144",763 Sq Ft
2/27/2019,Hardrock Canyon,"10300 Jollyville Rd,
","Austin,",TX,2BRs,1Bathroom,"$1,257-6,857",921 Sq Ft
2/27/2019,Hardrock Canyon,"10300 Jollyville Rd,
","Austin,",TX,2BRs,2Bathrooms,"$1,353-17,291","999 - 1,074 Sq Ft"
2/27/2019,Hardrock Canyon,"10300 Jollyville Rd,
","Austin,",TX,2BRs,2Bathrooms,"$1,423-8,584","1,165 - 1,170 Sq Ft"
2/27/2019,Hardrock Canyon,"10300 Jollyville Rd,
","Austin,",TX,2BRs,2Bathrooms,"$1,462-16,170","1,071 - 1,083 Sq Ft"
2/27/2019,Hardrock Canyon,"10300 Jollyville Rd,
","Austin,",TX,2BRs,2Bathrooms,"$1,559-8,284","1,075 - 1,081 Sq Ft"
2/27/2019,Hardrock Canyon,"10300 Jollyville Rd,
","Austin,",TX,2BRs,2Bathrooms,"$1,988-10,235","1,485 - 1,582 Sq Ft"
